Unboxed Coworking,CITY,ADDRESS,POC,STATE,AREA,DAY PASS,CATEGORY AS PER PRICING,STATUS,AMENITIES,FLEXI DESK _MONTHLY,DD_MONTHLY,PC_MONTHLY,CATEGORY AS PER SAP,ALT NAME,avg_rating,review_count,seats_available,Offering
Sierra Cartel,bengaluru,"#1207/343, 9th Main, 7th Sector , Hsr Layout , Bengaluru",Nandini G,Karnataka,hsr layout,0,standard,live,"[""Wifi"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Locker/Storage"",""Common Area"",""Reception"",""Power Backup""]",0,3000,11000,platinum+,Sierra Cartel,3.7,119,18,"Dedicated Desk, Private Cabin"
Onin Space,jaipur,"201, Vaishali Tower, 2nd, Nursery Cir, Acharya Vinoba Bhave Nagar, B Block, Vaishali Nagar, Jaipur, Rajasthan 302021, India",Raj Tomar,Rajasthan,vaishali nagar,0,standard,live,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Locker/Storage"",""Tea/Coffee"",""Common Area"",""Reception"",""Power Backup""]",0,3499,15000,standard,Onin Space,3.9,262,26,"Dedicated Desk, Private Cabin"
Sierra Cartel,bengaluru,"#1678, SMART AVENUE, Nehru Road, Kammanahalli, HRBR Layout",Bharath S Kumar,Karnataka,kammanahalli,0,standard,live,"[""Wifi"",""Power Socket"",""Locker/Storage"",""Tea/Coffee"",""Common Area"",""Reception"",""Power Backup""]",0,3500,9000,platinum+,Sierra Cartel,4.7,61,7,"Dedicated Desk, Private Cabin"
Area 52,durg,"Vidya Vihar Colony, Nehru Nagar, 2nd Floor, SBI Intouch, Vidya Vihar Colony, Bhilai, Chhattisgarh 490020, India",Mohammed Sanaullah Khan,Chhattisgarh,vidya vihar colony,500,gold,live,"[""Parking"",""Wifi"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Smoking Room"",""Tea/Coffee"",""Reception"",""Power Backup""]",0,3500,0,gold,Area 52,4.7,300,73,"Day Pass, Dedicated Desk"
Beyond Coworking,ernakulam,"90 A, Canal road South, Giringar Housing Colony, Giri Nagar Housing Society, Giri Nagar, Kadavanthra, Ernakulam, Kochi, Kerala 682020, India",Nicholas,Kerala,kadavanthra,500,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",2750,3500,3500,silver,Beyond Coworking,5.0,123,99,"Day Pass, Flexi Desk, Dedicated Desk, Private Cabin"
Bhubneshwar Office,bhubaneshwar,"HIG-414, K-5, Kalinga Vihar LIG, Kalinganagar, Bhubaneswar, Subudhipur, Odisha 751019, India",Sambit ,Odisha,kalinganagar,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,3500,4000,gold,Bhubneshwar Office,4.3,237,56,"Dedicated Desk, Private Cabin"
Cowocoli Coworking,jaipur,"F - 21, Tonk Rd, Laxmi Colony, Madhuvan Colony, Saraswati Colony, Gandhi Nagar, Jaipur, Rajasthan 302007, India",Faisal,Rajasthan,nirman nagar,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",3800,3800,0,standard,Cowocoli Coworking,3.5,396,46,"Flexi Desk, Dedicated Desk"
Virtual Coworks-I,indore,"101 Platinum plaza Pu 4, Behind C21 Mall, Scheme 54 PU4, Indore, Madhya Pradesh 452010, India",Nikhil Thakur,Madhya Pradesh,scheme 54 pu4,0,standard,live,"[""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Services(Courier/Admin)"",""Locker/Storage"",""Tea/Coffee"",""Reception"",""F&B Cafe"",""Power Backup""]",3900,3900,4000,silver,Virtual Coworks-I,4.2,479,19,"Flexi Desk, Dedicated Desk, Private Cabin"
Virtual Coworks-II,indore,"1 ST FLOOR, 41 / 42 PU 4, Behind C21 Mall, Scheme 54 PU4, Indore, MP, 452010",Nikhil Thakur,Madhya Pradesh,scheme 54 pu4,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",3900,3900,16000,silver,Virtual Coworks-II,4.9,363,83,"Flexi Desk, Dedicated Desk, Private Cabin"
Virtual Coworks-III,indore,"2 ND FLOOR, 41 / 42 PU 4, Behind C21 Mall, Scheme 54 PU4, Indore, MP, 452010",Nikhil Thakur,Madhya Pradesh,scheme 54 pu4,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",3900,3900,16000,silver,Virtual Coworks-III,3.6,173,30,"Flexi Desk, Dedicated Desk, Private Cabin"
Virtual Coworks-IV,indore,"128 / 129 PU 4, Behind C21 Mall, Scheme 54 PU4, Indore, MP, 452010",Nikhil Thakur,Madhya Pradesh,scheme 54 pu4,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",3900,3900,16000,gold,Virtual Coworks-IV,4.7,381,39,"Flexi Desk, Dedicated Desk, Private Cabin"
R Work Square,bhopal,"Plot No-21, in front of One Plus service center, Anna Nagar, Zone-II, Maharana Pratap Nagar, Bhopal, Madhya Pradesh 462011, India",Ravindra Thakur,Madhya Pradesh,maharana pratap nagar,0,standard,live,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Locker/Storage"",""Tea/Coffee"",""Work Friendly Music"",""Meeting Room"",""Common Area"",""Reception"",""Food"",""Power Backup""]",0,4000,5250,gold,R Work Square,4.8,287,100,"Dedicated Desk, Private Cabin"
Angel Coworking,ahmedabad,"632 Iscon Emporio, Nr. Star Bazaar, Jodhpur Cross Roads, Ahmedabad - 15",Kalpit Seksaria,Gujarat,satellite,0,standard,live,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Locker/Storage"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Services(Courier/Mail Handling/Admin/Meeting Room)"",""Power Backup""]",0,4000,12000,standard,Angel Coworking,4.8,375,89,"Dedicated Desk, Private Cabin"
Office On Demand,zirakpur,"Retail Unit No. 1, 2nd Floor Sushma Infinium, Zirakpur, Ambala Highway, Zirakpur, Punjab 140603",Sudeep ,Punjab,bair majra,0,standard,live,"[""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Reception"",""Food"",""Power Backup""]",0,4000,5000,standard,Office On Demand,4.9,500,89,"Dedicated Desk, Private Cabin"
Comfort Space,kolkata,"5th Floor, 83, Shyama Prasad Mukherjee Rd, Devi Market, Manoharpukur, Kalighat, Kolkata, West Bengal 700026, India",Awdesh Kumar Jha,West Bengal,manoharpukur,0,standard,live,"[""Parking"",""Wifi"",""Stationary"",""Reception"",""F&B Cafe"",""Power Backup""]",0,4000,4500,gold,Comfort Space,3.7,342,28,"Dedicated Desk, Private Cabin"
Sarva Space,bengaluru,"8, 2nd Floor, SBI Bank Building Konankunte Post, Harinagara Corss, Anjanapura Main Rd, Chunchanakatte, Chunchankatte, Konanakunte, Bengaluru, Karnataka 560062, India",Asha.S,Karnataka,konanakunte,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",3500,4000,4000,gold,Sarva Space,4.1,420,37,"Flexi Desk, Dedicated Desk, Private Cabin"
Excella-III,pune,"Bunglow No.2 Near West Side Building, Lane Number 2, Laxman Nagar, Baner, Pune, Maharashtra 411045",Paramjeet,Maharashtra,baner,500,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,4000,4500,gold,Excella-III,4.4,339,56,"Day Pass, Dedicated Desk, Private Cabin"
Bhubneshwar Office,bhubaneshwar,"Plot no 1361, Housing Board Rd, Dumduma, Bhubaneswar, Odisha 751019, India",Sambit ,Odisha,dumduma,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,4000,0,silver,Bhubneshwar Office,3.8,208,66,Dedicated Desk
Bhubneshwar Office,bhubaneshwar,"Kalinga Vihar, Patrapada, Bhubaneswar, Odisha 751019, India",Sambit ,Odisha,patrapada,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,4000,20000,silver,Bhubneshwar Office ,3.8,133,22,"Dedicated Desk, Private Cabin"
Bhubneshwar Office,bhubaneshwar,"Neeladri Vihar, Chandrasekharpur, Bhubaneswar, Odisha 751021, India",Sambit,Odisha,neeladri vihar,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,4000,0,silver,Bhubneshwar Office,4.5,409,63,Dedicated Desk
Invocob,jaipur,"67, Ajmer Rd, Heera Nagar, Tagore Nagar, Jaipur, Rajasthan 302024, India",Mahak Banthia,Rajasthan,tagore nagar,300,silver,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",3500,4000,0,silver,INVOCOB,3.7,179,41,"Day Pass, Flexi Desk, Dedicated Desk"
Space2work Coworking,hyderabad,"4th floor, Bhavani Arcade, A.S Rao Nagar,  Hyderabad.",Ranjit Kumar,Telangana,maruthi arcade,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,4200,12000,silver,Space2work Coworking,4.9,455,11,"Dedicated Desk, Private Cabin"
Attic Space-Krishvi,bengaluru,"4th Floor, No.516, Krishvi Aspire 4th Floor,ndira Nagar 1st Stage, Extn, Bangalore 560038",shonali,Karnataka,indiranagar,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,4258,0,standard,Attic Space-Krishvi,4.1,331,11,Dedicated Desk
Boxally Lela Heigts,lucknow,"1-2 Floor,B3/12,Lela heights,Vibhuti khand,gomti nagar, lucknow- 226010",prince gupta ,Uttar Pradesh,gomti nagar,0,standard,live,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Locker/Storage"",""Tea/Coffee"",""Common Area"",""Reception"",""Power Backup""]",4500,4500,15000,silver,Boxally Lila Heigts,3.6,237,84,"Flexi Desk, Dedicated Desk, Private Cabin"
Boxally,lucknow,"3rd floor, TC-14, Vijaipur Colony, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010, India",prince gupta ,Uttar Pradesh,gomti nagar,0,standard,live,"[""Wifi"",""Stationary"",""Power Socket"",""Locker/Storage"",""Reception""]",4500,4500,0,gold,Boxally,4.2,467,78,"Flexi Desk, Dedicated Desk"
Incugus,lucknow,"C-84, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010, India",Bhishm,Uttar Pradesh,vibhuti khand,350,silver,live,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Tea/Coffee"",""Common Area"",""Reception"",""F&B Cafe"",""Food"",""Power Backup""]",0,4500,5500,silver,Incugus,3.8,480,36,"Day Pass, Dedicated Desk, Private Cabin"
Excella,pune,"Lane Number 2, Laxman Nagar, Baner, Pune, Maharashtra 411045, India",Paramjeet,Maharashtra,baner,0,standard,live,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Services(Courier/Admin)"",""Locker/Storage"",""Tea/Coffee"",""Meeting Room"",""Reception""]",0,4500,5000,gold,Excella,3.9,115,10,"Dedicated Desk, Private Cabin"
InCube Cowork,pune,"Ground , 2nd and 3 rd floor, Tejaswini Housing Society, Plot no 41 & 42, Tejaswini Ln 2, next to Medipoint Hospital, opposite to Bank of Baroda ATM, Shambhu Vihar Society, Baner, Pune, Maharashtra 411045, India",Snehal,Maharashtra,baner,300,silver,live,"[""Parking"",""Wifi"",""Easy Accessibility"",""Power Socket"",""Printer/Scanner"",""Locker/Storage"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""F&B Cafe"",""Food"",""Power Backup""]",4500,4500,0,silver,Incube Space,4.3,274,37,"Day Pass, Flexi Desk, Dedicated Desk"
Karya Space,chennai,"Anna Salai, Teynampet, Chennai, Tamil Nadu 600018, India",Vinod,Tamil Nadu,teynampet,0,standard,live,"[""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Locker/Storage"",""Common Area"",""Reception"",""F&B Cafe"",""Power Backup""]",0,4500,8500,platinum,Karya Space,3.9,289,63,"Dedicated Desk, Private Cabin"
Ataura Business Center,bengaluru,"99D, 2nd A Cross Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",Nawaz,Karnataka,koramangala,0,standard,live,"[""Wifi"",""Easy Accessibility"",""Power Socket"",""Locker/Storage"",""Tea/Coffee"",""Meeting Room"",""Reception"",""F&B Cafe"",""Power Backup""]",0,4500,13000,gold,Ataura Business Center,3.8,389,24,"Dedicated Desk, Private Cabin"
Team Station,delhi nct,"D14-105, Shiva Rd, Pocket 14, Sector 8D, Rohini, Delhi, 110085, India",Akash,Delhi (NCT),sector 8d,0,standard,live,"[""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Locker/Storage"",""Tea/Coffee"",""Common Area"",""Reception"",""F&B Cafe"",""Food"",""Power Backup"",""24*7 Access"",""Meeting Room""]",4500,4500,0,standard,Team Station,3.5,427,54,"Flexi Desk, Dedicated Desk"
Awfis One,bengaluru,"AwfisOne Lido Mall, Hobli Civil Area, 1/1, Old Madras Rd, Someshwarpura, Halasuru, Raheja Towers, MG Road Bengaluru 560008",Rahul,Karnataka,someshwarpura,0,standard,not live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,platinum,Awfis One,4.1,429,61,No Offering
Tiger Cubs Incubation-I,noida,"B-9, B Block, Sector 2, Noida, Uttar Pradesh 201301, India",Dheeraj Kumar,Uttar Pradesh,sector 2,0,standard,live,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Locker/Storage"",""Common Area"",""Reception"",""Food"",""Power Backup""]",4000,4500,5000,standard,Tiger Cubs Incubation-I,4.5,81,97,"Flexi Desk, Dedicated Desk, Private Cabin"
Next 57 Coworking ,sahibzada ajit singh nagar (mohali),"Plot No.C, 130, Sector 82, JLPL Industrial Area, Sahibzada Ajit Singh Nagar, Punjab 140308, India",Renu,Punjab,jlpl industrial area,500,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,4500,10000,gold,Next 57,4.7,489,9,"Day Pass, Dedicated Desk, Private Cabin"
Excella-I,pune,"Lane Number 2, Laxman Nagar, Baner, Pune, Maharashtra 411045, India",Paramjeet,Maharashtra,baner,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,4500,5000,gold,Excella-I,3.9,100,45,"Dedicated Desk, Private Cabin"
Excella-Balewadi,pune,"Elite Brookland, Baner - Balewadi Rd, near Syngenta, Laxman Nagar, Baner, Pune, Maharashtra 411045",Paramjeet,Maharashtra,baner,500,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,4500,5000,gold,Excella-II,3.8,326,7,"Day Pass, Dedicated Desk, Private Cabin"
Ghoomakad Co Working,dharamshala,"Ghoomakad, VPO Rakkar, Sidhbari, Dharamshala, Himachal Pradesh 176057",Mohinder Sharma,Himachal Pradesh,shyam nagar,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",4000,4500,15000,gold,Ghoomakad Co Working,4.8,415,62,"Flexi Desk, Dedicated Desk, Private Cabin"
Work Yard,chandigarh,"Plot No 337, Phase, 2, Industrial Area Phase II, Chandigarh, 160002, India",,Chandigarh (UT),industrial area phase ii,400,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,4500,0,gold,Work Yard,3.9,221,32,"Day Pass, Dedicated Desk"
workin Co-working Space,pune,"3rd floor, Hermes Nest, Design7 Interiors Pvt. Ltd. 3/3, 844, Dastur Meher Rd, next to Dorabjees & Sons Restaurant, Camp, Pune, Maharashtra 411001",Dennis,Maharashtra,camp,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,4500,0,silver,workin Co-working Space,4.9,266,49,Dedicated Desk
Awfis-Corenthum,noida,"The Corenthum 7th Floor, Tower B Sector 62 Noida 201309",Raghav Mittal,Uttar Pradesh,sector 62,550,platinum,not live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,platinum,Awfis-Corenthum,3.6,235,17,Day Pass
InCube Space,nashik,"4th and 3rd floor, Trinity Towers, 301 A, near Jairam Glass, Tidke Colony, Nashik, Maharashtra 422002",Snehal,Maharashtra,tidke colony,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,4500,0,silver,InCube Space,3.9,450,39,Dedicated Desk
InCube Space,nashik,"108,Town Square, CMM Circle, Untwadi Rd, near City Centre Mall, Forest Colony, Parijat Nagar, Nashik, Maharashtra 422008, India",Snehal,Maharashtra,parijat nagar,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,4500,0,silver,InCube Space,4.1,56,78,Dedicated Desk
InCube space,nagpur,"Vijayanand Society, Plot no 20, Narendra Nagar, Somalwada, Nagpur, Maharashtra 440015",Snehal,Maharashtra,narendra nagar,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,4500,0,silver,InCube space,4.3,476,54,Dedicated Desk
InCube space,nagpur,"Plot - 8, Yogiraj , Geetanjali Housing society Besides Athayu hospital, Manish Nagar, Nagpur, Maharashtra 440015",Snehal,Maharashtra,manish nagar,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,4500,0,silver,InCube space,4.5,399,93,Dedicated Desk
Spaceyfi,dehradun,"saraswati vihar, chowk, Mata Mandir Rd, near bank of baroda atm, Bahuguna Colony, Ajabpur Khurd, Dehradun, Uttarakhand 248001, India",Prajwal ,Uttarakhand,ajabpur khurd,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",3800,4500,0,silver,Spaceyfi,4.8,291,68,"Flexi Desk, Dedicated Desk"
Starthub Nation,panchkula,"HSIDC, Plot no 09, Ground Floor, Dhl Square, Sector 22, IT Park Rd, Panchkula, Haryana 134109",Kashish,Haryana,adarsh nagar,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,4500,0,gold,Starthub Nation,3.9,72,14,Dedicated Desk
Startup Huts,bengaluru,"109, 27th Main Rd, PWD Quarters, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India",Sonu,Karnataka,hsr layout,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,4500,5500,silver,Startup Huts,4.9,286,64,"Dedicated Desk, Private Cabin"
Invocob,jaipur,"a, 41, opposite Sanskrit University, Triveni Nagar, Arjun Nagar, Jaipur, Rajasthan 302018, India",Ravi,Rajasthan,triveni nagar,300,silver,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",4000,4500,5000,silver,Invocob 2.0,4.8,32,90,"Day Pass, Flexi Desk, Dedicated Desk, Private Cabin"
Geo Workspaces,pune,"Office 201, 2nd Floor, Anandi Complex Near Ganapti Chowk Vishal nagar, Pimpale Nilakh, Vishal Nagar, Wakad, Pune, Pimpri-Chinchwad, Maharashtra 411027, India",Vinit,Maharashtra,vishal nagar,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,4500,7000,silver,Geo Workspaces,4.7,118,71,"Dedicated Desk, Private Cabin"
Impact spaces,nashik,"Office No 1,2nd Floor, Shree Sai Siddhi Plaza, Trambakeshwar Rd, next to Indian Oil Petrol Pump, near ITI Signal, Mahatma Nagar, Parijat Nagar, Nashik, Maharashtra 422005, India",Priyanka Patel ,Maharashtra,parijat nagar,300,silver,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",4500,4700,12000,silver,Impact spaces,4.9,32,19,"Day Pass, Flexi Desk, Dedicated Desk, Private Cabin"
VCN Coworking-I,pune,"401/402, Sneh Symphony, opp. Vyom Labs, nr. Balewadi High St, Laxman Nagar, Baner, Pune, Maharashtra 411045, India",Mr. Vinay,Maharashtra,baner,0,standard,live,"[""Wifi"",""Power Socket"",""Locker/Storage"",""Tea/Coffee"",""Reception"",""F&B Cafe"",""Food"",""Power Backup""]",0,4800,12000,standard,VCN Coworking-I,4.2,333,9,"Dedicated Desk, Private Cabin"
Virtual Coworks-IV,indore,"401, 4th floor Mangal City Mall Scheme no 54 PU 4, Vijay Nagar, Bhagyashree Colony, Indore, Madhya Pradesh 452010, India",Nikhil Thakur,Madhya Pradesh,vijay nagar,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",4900,4900,16000,gold,Virtual Coworks-IV,4.3,393,11,"Flexi Desk, Dedicated Desk, Private Cabin"
Supremework,gurgaon,"2nd Floor ILD Trade Tower, Sohna Rd, D1 Block, Malibu Town, Sector 47, Gurugram, Haryana 122018",chetanya,Haryana,sector 47,0,standard,live,"[""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Tea/Coffee"",""Common Area"",""Reception"",""Food"",""Power Backup"",""Parking"",""Printer/Scanner"",""F&B Cafe"",""Meeting Room""]",0,4999,5499,standard,Supremework,3.7,265,91,"Dedicated Desk, Private Cabin"
